18.05.2023                                    Salida dinámica de lista                                                                                          1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     2.070,20	BOB		     297,44	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       220,00	BOB		      31,61	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       101,36	BOB		      14,56	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       764,40	BOB		     109,83	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       532,00	BOB		      76,44	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       667,91	BOB		      95,96	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       626,33	BOB		      89,99	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       424,90	BOB		      61,05	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       195,00	BOB		      28,02	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     4.656,60	BOB		     669,05	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     1.200,00	BOB		     172,41	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       148,96	BOB		      21,40	USD	101043042
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       586,00	BOB		      84,20	USD	101043042
			41445 QR DE SERGIO		2000346550	11.05.2023	11.05.2023	50	-764,40	BOB	41445 QR DE SERGIO VELA ZA	-109,83	USD	101043042
			44924 QR DE FLORES		2000346552	11.05.2023	11.05.2023	50	-532,00	BOB	44924 QR DE FLORES MAMANI	-76,44	USD	101043042
			166200 QR DE CANID		2000346554	11.05.2023	11.05.2023	50	-667,91	BOB	166200 QR DE CANIDO CAZON M	-95,96	USD	101043042
			233044 QR DE SCHEI		2000346556	11.05.2023	11.05.2023	50	-148,96	BOB	233044 QR DE SCHEIMY NICOLS	-21,40	USD	101043042
			259387 QR DE URIOS		2000346557	11.05.2023	11.05.2023	50	-626,33	BOB	259387 QR DE URIOSTE GUMUCI	-89,99	USD	101043042
			281794 QR DE YURAS		2000346558	11.05.2023	11.05.2023	50	-424,90	BOB	281794 QR DE YURASY MENDOZA	-61,05	USD	101043042
			313650 QR DE SEBER		2000346559	11.05.2023	11.05.2023	50	-586,00	BOB	313650 QR DE SEBERO FLORES	-84,20	USD	101043042
			323760 QR DE ANGEL		2000346560	11.05.2023	11.05.2023	50	-195,00	BOB	323760 QR DE ANGELA PATRICI	-28,02	USD	101043042
			324901 QR DE PARDO		2000346561	11.05.2023	11.05.2023	50	-1.000,00	BOB	324901 QR DE PARDO MOGRO PL	-143,68	USD	101043042
			364933 QR DE FLORE		2000346563	11.05.2023	11.05.2023	50	-4.656,60	BOB	364933 QR DE FLORES PAREDES	-669,05	USD	101043042
			154 DEP.MENACHO MO		2000346565	11.05.2023	11.05.2023	50	-26.021,50	BOB	154 DEP.MENACHO MONTANO	-3.738,72	USD	101043042
			444684 QR DE EDELM		2000346567	11.05.2023	11.05.2023	50	-1.200,00	BOB	444684 QR DE EDELMIRA HILI	-172,41	USD	101043042
					113230340	11.05.2023	11.05.2023	40	    60.000,00	BOB	SC TRASPASO DE FONDOS	   8.620,69	USD	101043042
			377872 DE INDUSTRI		2000346564	11.05.2023	11.05.2023	50	-60.000,00	BOB	377872 DE INDUSTRIAS VENADO	-8.620,69	USD	101043042
			345010 QR DE ROBLE		2000346562	11.05.2023	11.05.2023	50	-593,90	BOB	345010 QR DE ROBLES ROSADO	-85,33	USD	101043042
			471343 QR DE VILLA		2000346568	11.05.2023	11.05.2023	50	-429,16	BOB	471343 QR DE VILLAGOMEZ NEG	-61,66	USD	101043042
			425438 QR DE JUSTI		2000346566	11.05.2023	11.05.2023	50	-1.237,50	BOB	425438 QR DE JUSTINIANO BOW	-177,80	USD	101043042
			478256 QR DE ANGEL		2000346569	11.05.2023	11.05.2023	50	-202,41	BOB	478256 QR DE ANGELA CHOQUE	-29,08	USD	101043042
			DISALTO		113230079	11.05.2023	11.05.2023	40	   162.402,40	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/193/20	  23.333,67	USD	101044012
			DISALTO		113230079	11.05.2023	11.05.2023	50	-162.402,40	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/193/20	-23.333,67	USD	101044012
			DISALTO		113230093	11.05.2023	11.05.2023	40	    52.109,70	BOB	LP. COMPENSACIÓN DISALTO CCAJ-EA10/189/20	   7.487,03	USD	101044012
			DISALTO		113230093	11.05.2023	11.05.2023	50	-52.109,70	BOB	LP. COMPENSACIÓN DISALTO CCAJ-EA10/189/20	-7.487,03	USD	101044012
			CCAJ-EA10/189/20		113229790	11.05.2023	11.05.2023	40	    52.109,70	BOB	LP.TRASPASO DISALTO A BISA 0022 08.05	   7.487,03	USD	101044012
			DISALTO		113230104	11.05.2023	11.05.2023	40	   288.853,50	BOB	LP. COMPENSACIÓN DISALTO CCAJ-EA10/190/20	  41.501,94	USD	101044012
			DISALTO		113230104	11.05.2023	11.05.2023	50	-288.853,50	BOB	LP. COMPENSACIÓN DISALTO CCAJ-EA10/190/20	-41.501,94	USD	101044012
			CCAJ-EA10/190/20		113229789	11.05.2023	11.05.2023	40	   288.853,50	BOB	LP.TRASPASO DISALTO A BISA 0022 09.05	  41.501,94	USD	101044012
			DISALTO		113230111	11.05.2023	11.05.2023	50	-6,10	BOB	LP. COMPENSACIÓN DISALTO CCAJ-EA58/104/23	-0,88	USD	101044012
			DISPAZ		113230116	11.05.2023	11.05.2023	40	   267.838,31	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/201/20	  38.482,52	USD	101044012
			DISPAZ		113230116	11.05.2023	11.05.2023	50	-267.838,31	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/201/20	-38.482,52	USD	101044012
			DISPAZ		113230124	11.05.2023	11.05.2023	40	   171.496,70	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/198/20	  24.640,33	USD	101044012
			DISPAZ		113230124	11.05.2023	11.05.2023	50	-171.496,70	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/198/20	-24.640,33	USD	101044012
			CCAJ-LP02/198/20		113229786	11.05.2023	11.05.2023	40	   171.496,70	BOB	LP.TRASPASO DISPAZ A BISA 0022 09.05	  24.640,33	USD	101044012
			DISPAZ		113230127	11.05.2023	11.05.2023	40	     1.367,30	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/197/20	     196,45	USD	101044012
			DISPAZ		113230127	11.05.2023	11.05.2023	50	-1.367,30	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP02/197/20	-196,45	USD	101044012
			CCAJ-LP02/197/20		113229787	11.05.2023	11.05.2023	40	     1.367,30	BOB	LP.TRASPASO DISPAZ A BISA 0022 08.05	     196,45	USD	101044012
			DISPAZ		113230128	11.05.2023	11.05.2023	50	-14,18	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP01/203/23	-2,04	USD	101044012
			CCAJ-LP01/203/23		113229736	11.05.2023	11.05.2023	40	     6.673,50	BOB	LP.TRASP.CAJ.MN.AG. MURILLO A BISA 0022 09.05	     958,84	USD	101044012
			DISPAZ		113230130	11.05.2023	11.05.2023	40	     3.380,80	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP01/202/23	     485,75	USD	101044012
			DISPAZ		113230130	11.05.2023	11.05.2023	50	-3.380,80	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP01/202/23	-485,75	USD	101044012
			CCAJ-LP01/202/23		113229735	11.05.2023	11.05.2023	40	     3.380,80	BOB	LP.TRASP.CAJ.MN.AG. MURILLO A BISA 0022 09.05	     485,75	USD	101044012
			DISPAZ		113230132	11.05.2023	11.05.2023	50	-5,74	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP07/104/23	-0,83	USD	101044012
			CCAJ-LP07/104/23		113229738	11.05.2023	11.05.2023	40	    10.940,80	BOB	LP.TRASP.CAJ.MN.AG. MAX PAREDES A BISA 0022 09.05	   1.571,95	USD	101044012
			DISPAZ		113230133	11.05.2023	11.05.2023	50	-36,84	BOB	LP. COMPENSACIÓN DISPAZ CCAJ-LP08/105/23	-5,29	USD	101044012
			CCAJ-LP08/105/23		113229734	11.05.2023	11.05.2023	40	     5.231,50	BOB	LP.TRASP.CAJ.MN.AG. ACHUMANI A BISA 0022 09.05	     751,65	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	    26.948,40	BOB		   3.871,90	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	       178,56	BOB		      25,66	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	    34.754,70	BOB		   4.993,49	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	    40.236,30	BOB		   5.781,08	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	       950,80	BOB		     136,61	USD	101044012
			CCAJ-EA10/195/20		113230659	11.05.2023	11.05.2023	40	    19.856,24	BOB		   2.852,91	USD	101044012
			51318005650 de: CA		2000346383	11.05.2023	11.05.2023	50	-19.856,24	BOB	51318005650 de: CARSA S.R.L.	-2.852,91	USD	101044012
			10270266455 CASTRO		2000346387	11.05.2023	11.05.2023	50	-26.948,40	BOB	10270266455 CASTRO HURTADO CARLOS ERIK	-3.871,90	USD	101044012
			10260562281 PORTIL		2000346388	11.05.2023	11.05.2023	50	-40.236,30	BOB	10260562281 PORTILLO HUARACHI JULIO CES	-5.781,08	USD	101044012
			16460459668 ZABALA		2000346395	11.05.2023	11.05.2023	50	-34.754,70	BOB	16460459668 ZABALA TICONA ALEX JESUS Do	-4.993,49	USD	101044012
			81730311623 EDSON		2000346380	11.05.2023	11.05.2023	50	-211.782,10	BOB	81730311623 EDSON JOSE CELIS GIRA Doc.I	-30.428,46	USD	101044012
			81730311621 EDSON		2000346379	11.05.2023	11.05.2023	50	-13.121,10	BOB	81730311621 EDSON JOSE CELIS GIRA Doc.I	-1.885,22	USD	101044012
			51167972261 Nota:		2000346367	11.05.2023	11.05.2023	50	-53,31	BOB	51167972261 Nota: de ATC	-7,66	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	    12.523,70	BOB		   1.799,38	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	     3.975,10	BOB		     571,14	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	     4.367,10	BOB		     627,46	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	     1.572,60	BOB		     225,95	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	    13.207,61	BOB		   1.897,65	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	    20.937,10	BOB		   3.008,20	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	    23.479,20	BOB		   3.373,45	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       172,50	BOB		      24,78	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	     1.091,80	BOB		     156,87	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       389,20	BOB		      55,92	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       828,00	BOB		     118,97	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       850,00	BOB		     122,13	USD	101044012
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       835,00	BOB		     119,97	USD	101044012
			45163481876 de:VER		2000346368	11.05.2023	11.05.2023	50	-1.091,80	BOB	45163481876 de:VERA CABALLERO PAVEL ALF	-156,87	USD	101044012
			19120649609 LUCY F		2000346375	11.05.2023	11.05.2023	50	-389,20	BOB	19120649609 LUCY FLORES POMA Doc.ID:CLP	-55,92	USD	101044012
			45143755988 de:XIM		2000346376	11.05.2023	11.05.2023	50	-172,50	BOB	45143755988 de:XIMENA JHORYINA ESPINOZA	-24,78	USD	101044012
			45173453897 de:YEN		2000346382	11.05.2023	11.05.2023	50	-835,00	BOB	45173453897 de:YENIER ROMERO CURBELO (B	-119,97	USD	101044012
			10670252670 VARGAS		2000346389	11.05.2023	11.05.2023	50	-12.523,70	BOB	10670252670 VARGAS SANTOS JOSE LUIS Doc	-1.799,38	USD	101044012
			10670252671 VARGAS		2000346390	11.05.2023	11.05.2023	50	-20.937,10	BOB	10670252671 VARGAS SANTOS JOSE LUIS Doc	-3.008,20	USD	101044012
			16660213996 REQUEN		2000346391	11.05.2023	11.05.2023	50	-4.367,10	BOB	16660213996 REQUENA TERAN CARLOS MARCEL	-627,46	USD	101044012
			16660213998 REQUEN		2000346392	11.05.2023	11.05.2023	50	-23.479,20	BOB	16660213998 REQUENA TERAN CARLOS MARCEL	-3.373,45	USD	101044012
			16660214000 REQUEN		2000346393	11.05.2023	11.05.2023	50	-1.572,60	BOB	16660214000 REQUENA TERAN CARLOS MARCEL	-225,95	USD	101044012
			16660214001 REQUEN		2000346394	11.05.2023	11.05.2023	50	-13.207,61	BOB	16660214001 REQUENA TERAN CARLOS MARCEL	-1.897,65	USD	101044012
			81730311617 EDSON		2000346377	11.05.2023	11.05.2023	50	-55.705,30	BOB	81730311617 EDSON JOSE CELIS GIRA Doc.I	-8.003,64	USD	101044012
			81730311590 EDSON		2000346373	11.05.2023	11.05.2023	50	-1.225,00	BOB	81730311590 EDSON JOSE CELIS GIRA Doc.I	-176,01	USD	101044012
			81730311619 EDSON		2000346378	11.05.2023	11.05.2023	50	-287.285,30	BOB	81730311619 EDSON JOSE CELIS GIRA Doc.I	-41.276,62	USD	101044012
			11560460543 ABEL U		2000346372	11.05.2023	11.05.2023	50	-27,80	BOB	11560460543 ABEL URBANO ALARCON ARROYO	-3,99	USD	101044012
			51167972259 Nota:		2000346365	11.05.2023	11.05.2023	50	-228,23	BOB	51167972259 Nota: de ATC	-32,79	USD	101044012
			11560460542 ABEL U		2000346371	11.05.2023	11.05.2023	50	-6.414,00	BOB	11560460542 ABEL URBANO ALARCON ARROYO	-921,55	USD	101044012
			11560460540 ABEL U		2000346370	11.05.2023	11.05.2023	50	-3.698,40	BOB	11560460540 ABEL URBANO ALARCON ARROYO	-531,38	USD	101044012
			51167972260 Nota:		2000346366	11.05.2023	11.05.2023	50	-426,84	BOB	51167972260 Nota: de ATC	-61,33	USD	101044012
			10660149617 FLORES		2000346369	11.05.2023	11.05.2023	50	-11.673,90	BOB	10660149617 FLORES LOPEZ JHONNY IGNACIO	-1.677,28	USD	101044012
			51167972258 Nota:		2000346364	11.05.2023	11.05.2023	50	-2.212,48	BOB	51167972258 Nota: de ATC	-317,89	USD	101044012
			11780883360 IBANA		2000346374	11.05.2023	11.05.2023	50	-3.839,90	BOB	11780883360 IBANA SOLIZ CUENTAS Doc.ID:	-551,71	USD	101044012
			CCAJ-EA58/106/23		113230705	11.05.2023	11.05.2023	40	       555,57	BOB		      79,82	USD	101044012
			45113553567 de:VAR		2000346381	11.05.2023	11.05.2023	50	-120,50	BOB	45113553567 de:VARGAS VILLANUEVA VALERI	-17,31	USD	101044012
			45173454598 de:COP		2000346396	11.05.2023	11.05.2023	50	-869,60	BOB	45173454598 de:COPA AGUILAR YESICA CORA	-124,94	USD	101044012
			51318006652 Nota:		2000346397	11.05.2023	11.05.2023	50	-22.205,50	BOB	51318006652 Nota: de COPABOL S.A.	-3.190,45	USD	101044012
			45163484758 de:LIV		2000346398	11.05.2023	11.05.2023	50	-403,52	BOB	45163484758 de:LIVIA TERAN CLAROS (Banc	-57,98	USD	101044012
			45173454955 de:NAY		2000346399	11.05.2023	11.05.2023	50	-403,52	BOB	45173454955 de:NAY DANIELA GALLARDO EST	-57,98	USD	101044012
			45143757714 de:APA		2000346400	11.05.2023	11.05.2023	50	-168,00	BOB	45143757714 de:APAZA CARI ELSA (Banco U	-24,14	USD	101044012
			45143757715 de:NIC		2000346401	11.05.2023	11.05.2023	50	-430,00	BOB	45143757715 de:NICOLA MARIA TERESA BEDO	-61,78	USD	101044012
			51118103390 de: CH		2000346402	11.05.2023	11.05.2023	50	-3.394,72	BOB	51118103390 de: CHAMBI NELSON	-487,75	USD	101044012
			45143757774 de:KEN		2000346403	11.05.2023	11.05.2023	50	-162,95	BOB	45143757774 de:KENT SOLARES MARIA LUISA	-23,41	USD	101044012
			45153392585 de:VIC		2000346404	11.05.2023	11.05.2023	50	-349,50	BOB	45153392585 de:VICTOR HUGO NAVARRO GALL	-50,22	USD	101044012
			51518031759 de: OL		2000346405	11.05.2023	11.05.2023	50	-126,00	BOB	51518031759 de: OLMOS GERSON	-18,10	USD	101044012
			CCAJ-LP01/208/23		113230697	11.05.2023	11.05.2023	40	       428,59	BOB		      61,58	USD	101044012
			CCAJ-LP07/106/23		113230699	11.05.2023	11.05.2023	40	        42,02	BOB		       6,04	USD	101044012
			CCAJ-LP08/107/23		113230684	11.05.2023	11.05.2023	40	     2.181,11	BOB		     313,38	USD	101044012
			13280896945 INDUST		2000346479	11.05.2023	11.05.2023	50	-677.050,10	BOB	13280896945 INDUSTRIAS VENADO S.A. Doc.	-97.277,31	USD	101044022
			COCHABAMBA		113230135	11.05.2023	11.05.2023	40	   434.861,90	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/108/20	  62.480,16	USD	101044022
			COCHABAMBA		113230135	11.05.2023	11.05.2023	50	-434.861,90	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/108/20	-62.480,16	USD	101044022
			CCAJ-CB11/108/20		113229795	11.05.2023	11.05.2023	40	   434.861,90	BOB	LP.TRASPASO COCHABAMBA A BISA 0031 09.05	  62.480,16	USD	101044022
			COCHABAMBA		113230136	11.05.2023	11.05.2023	40	     4.326,00	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/184/23	     621,55	USD	101044022
			COCHABAMBA		113230136	11.05.2023	11.05.2023	50	-4.326,00	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/184/23	-621,55	USD	101044022
			CCAJ-CB12/184/23		113229746	11.05.2023	11.05.2023	40	     4.326,00	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 09.05	     621,55	USD	101044022
			COCHABAMBA		113230139	11.05.2023	11.05.2023	40	     4.799,30	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/183/23	     689,55	USD	101044022
			COCHABAMBA		113230139	11.05.2023	11.05.2023	50	-4.799,30	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/183/23	-689,55	USD	101044022
			CCAJ-CB12/183/23		113229745	11.05.2023	11.05.2023	40	     4.799,30	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 09.05	     689,55	USD	101044022
			COCHABAMBA		113230141	11.05.2023	11.05.2023	40	     5.487,20	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/180/23	     788,39	USD	101044022
			COCHABAMBA		113230141	11.05.2023	11.05.2023	50	-5.487,20	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB12/180/23	-788,39	USD	101044022
			COCHABAMBA		113230146	11.05.2023	11.05.2023	50	-7,24	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB13/104/23	-1,04	USD	101044022
			CCAJ-CB13/104/23		113229747	11.05.2023	11.05.2023	40	    10.550,50	BOB	LP.TRASP.CAJ.MN.AG. CALAMA A BISA 0031 09.05	   1.515,88	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	       274,51	BOB		      39,44	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	       221,61	BOB		      31,84	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	    65.588,40	BOB		   9.423,62	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	     1.357,68	BOB		     195,07	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	        86,31	BOB		      12,40	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	        73,72	BOB		      10,59	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	     2.051,54	BOB		     294,76	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	     4.562,88	BOB		     655,59	USD	101044022
			CCAJ-CB11/110/20		113230743	11.05.2023	11.05.2023	40	       117,00	BOB		      16,81	USD	101044022
			45163481846 de:ARA		2000346473	11.05.2023	11.05.2023	50	-274,51	BOB	45163481846 de:ARAOS ESTRADA SOL (Banco	-39,44	USD	101044022
			45113552706 de:BAR		2000346477	11.05.2023	11.05.2023	50	-221,61	BOB	45113552706 de:BARBERY MENESES DAYANA (	-31,84	USD	101044022
			45113553835 de:CHI		2000346478	11.05.2023	11.05.2023	50	-65.588,40	BOB	45113553835 de:CHICKENS KINGDOM SRL (Ba	-9.423,62	USD	101044022
			45143756856 de:ERI		2000346480	11.05.2023	11.05.2023	50	-1.357,68	BOB	45143756856 de:ERIKA GABRIELA BASCOPE H	-195,07	USD	101044022
			45133397975 de:GUT		2000346481	11.05.2023	11.05.2023	50	-86,31	BOB	45133397975 de:GUTIERREZ LOZADA DIEGO A	-12,40	USD	101044022
			45163483953 de:GUT		2000346482	11.05.2023	11.05.2023	50	-73,72	BOB	45163483953 de:GUTIERREZ LOZADA DIEGO A	-10,59	USD	101044022
			45123537313 de:CES		2000346483	11.05.2023	11.05.2023	50	-4.562,88	BOB	45123537313 de:CESAR GABRIEL IRIARTE SA	-655,59	USD	101044022
			51167972262 Nota:		2000346471	11.05.2023	11.05.2023	50	-32,34	BOB	51167972262 Nota: de ATC	-4,65	USD	101044022
			83710291363 MICHEL		2000346475	11.05.2023	11.05.2023	50	-6.826,40	BOB	83710291363 MICHEL JOSEP LOPEZ CASTELLO	-980,80	USD	101044022
			83710291360 MICHEL		2000346474	11.05.2023	11.05.2023	50	-10.370,70	BOB	83710291360 MICHEL JOSEP LOPEZ CASTELLO	-1.490,04	USD	101044022
			51167972263 Nota:		2000346472	11.05.2023	11.05.2023	50	-65,00	BOB	51167972263 Nota: de ATC	-9,34	USD	101044022
			83710291364 MICHEL		2000346476	11.05.2023	11.05.2023	50	-5.466,70	BOB	83710291364 MICHEL JOSEP LOPEZ CASTELLO	-785,45	USD	101044022
			45153392415 de:CAP		2000346484	11.05.2023	11.05.2023	50	-836,30	BOB	45153392415 de:CAPRESSO S.R.L. (Banco G	-120,16	USD	101044022
			45153392431 de:PET		2000346485	11.05.2023	11.05.2023	50	-928,00	BOB	45153392431 de:PETROCAMP LTDA (Banco Me	-133,33	USD	101044022
			45113555145 de:PET		2000346486	11.05.2023	11.05.2023	50	-1.195,10	BOB	45113555145 de:PETROCAMP LTDA (Banco Me	-171,71	USD	101044022
			53612453172 de: CA		2000346487	11.05.2023	11.05.2023	50	-116,88	BOB	53612453172 de: CARTAGENA ADRIANA	-16,79	USD	101044022
			53712465288 de: OL		2000346488	11.05.2023	11.05.2023	50	-146,47	BOB	53712465288 de: OLEA CRISTIAN	-21,04	USD	101044022
			COCHABAMBA		113236019	11.05.2023	11.05.2023	50	-18.435,50	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/109/20	-2.648,80	USD	101044022
			COCHABAMBA		113236019	11.05.2023	11.05.2023	40	    18.435,50	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/109/20	   2.648,80	USD	101044022
			COCHABAMBA		113230134	11.05.2023	11.05.2023	40	    18.435,50	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/109/20	   2.648,80	USD	101044022
			COCHABAMBA		113230134	11.05.2023	11.05.2023	50	-18.435,50	BOB	LP. COMPENSACIÓN COCHABAMBA CCAJ-CB11/109/20	-2.648,80	USD	101044022
			DISCRUZ		113230155	11.05.2023	11.05.2023	40	   315.757,92	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/221/20	  45.367,50	USD	101044032
			DISCRUZ		113230155	11.05.2023	11.05.2023	50	-315.757,92	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/221/20	-45.367,50	USD	101044032
			DISCRUZ		113230229	11.05.2023	11.05.2023	40	     3.733,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/104/23	     536,41	USD	101044032
			DISCRUZ		113230229	11.05.2023	11.05.2023	50	-3.733,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/104/23	-536,41	USD	101044032
			CCAJ-SC57/104/23		113229743	11.05.2023	11.05.2023	40	     3.733,40	BOB	LP.TRASP.CAJ.MN.AG. MONTERO A BISA 0049 09.05	     536,41	USD	101044032
			DISCRUZ		113230230	11.05.2023	11.05.2023	50	-1,06	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC65/104/23	-0,16	USD	101044032
			CCAJ-SC65/104/23		113229742	11.05.2023	11.05.2023	40	       931,70	BOB	LP.TRASP.CAJ.MN.AG. MUTUALISTA A BISA 0049 09.05	     133,86	USD	101044032
			DISCRUZ		113230231	11.05.2023	11.05.2023	50	-5,34	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/105/23	-0,77	USD	101044032
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       354,96	BOB		      51,00	USD	101044032
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       756,09	BOB		     108,63	USD	101044032
			CCAJ-LP02/203/20		113230572	11.05.2023	11.05.2023	40	       730,48	BOB		     104,95	USD	101044032
			CCAJ-CB11/111/20		113230821	11.05.2023	11.05.2023	40	     1.614,48	BOB		     231,97	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     3.767,59	BOB		     541,32	USD	101044032
			45133397941 de:DEL		2000346503	11.05.2023	11.05.2023	50	-6.868,64	BOB	45133397941 de:DELIVERYHERO STORES ALMA	-986,87	USD	101044032
			45143756283 de:PER		2000346501	11.05.2023	11.05.2023	50	-900,00	BOB	45143756283 de:PERALTA LANDIVAR NELSON	-129,31	USD	101044032
			45153391710 de:VAR		2000346512	11.05.2023	11.05.2023	50	-1.440,00	BOB	45153391710 de:VARGAS NIEME ANA LUCIA (	-206,90	USD	101044032
			45123537970 de:FRA		2000346518	11.05.2023	11.05.2023	50	-571,00	BOB	45123537970 de:FRANCO VARGAS ERWIN JR (	-82,04	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       534,00	BOB		      76,72	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       657,00	BOB		      94,40	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     2.586,87	BOB		     371,68	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	       951,60	BOB		     136,72	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	   186.846,00	BOB		  26.845,69	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     1.843,40	BOB		     264,86	USD	101044032
			CCAJ-SC39/223/20		113230836	11.05.2023	11.05.2023	40	     2.966,80	BOB		     426,26	USD	101044032
